year,county,state,sex_and_age_total_population,sex_and_age_male,sex_and_age_female,sex_and_age_under_5_years,sex_and_age_5_to_9_years,sex_and_age_10_to_14_years,sex_and_age_15_to_19_years,sex_and_age_20_to_24_years,sex_and_age_25_to_34_years,sex_and_age_35_to_44_years,sex_and_age_45_to_54_years,sex_and_age_55_to_59_years,sex_and_age_60_to_64_years,sex_and_age_65_to_74_years,sex_and_age_75_to_84_years,sex_and_age_85_years_and_over,sex_and_age_median_age_years,sex_and_age_18_years_and_over,sex_and_age_21_years_and_over,sex_and_age_62_years_and_over,sex_and_age_65_years_and_over,sex_and_age_18_years_and_over.1,sex_and_age_male.1,sex_and_age_female.1,sex_and_age_65_years_and_over.1,sex_and_age_male.2,sex_and_age_female.2,race_total_population,race_one_race,race_two_or_more_races,race_one_race.1,race_one_race_white,race_one_race_black_or_african_american,race_one_race_american_indian_and_alaska_native,race_one_race_american_indian_and_alaska_native_ch,race_one_race_american_indian_and_alaska_native_ch.1,race_one_race_american_indian_and_alaska_native_na,race_one_race_american_indian_and_alaska_native_si,race_one_race_asian,race_one_race_asian_asian_indian,race_one_race_asian_chinese,race_one_race_asian_filipino,race_one_race_asian_japanese,race_one_race_asian_korean,race_one_race_asian_vietnamese,state_fips,county_fips,race_one_race_asian_other_asian,race_one_race_native_hawaiian_and_other_pacific_is,race_one_race_native_hawaiian_and_other_pacific_is.1,race_one_race_native_hawaiian_and_other_pacific_is.2,race_one_race_native_hawaiian_and_other_pacific_is.3,race_one_race_native_hawaiian_and_other_pacific_is.4,race_one_race_some_other_race,race_two_or_more_races.1,race_two_or_more_races_white_and_black_or_african_,race_two_or_more_races_white_and_american_indian_a,race_two_or_more_races_white_and_asian,race_two_or_more_races_black_or_african_american_a,race_race_alone_or_in_combination_with_one_or_more,race_white,race_black_or_african_american,race_american_indian_and_alaska_native,race_asian,race_native_hawaiian_and_other_pacific_islander,race_some_other_race,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_hispanic_or_latino_of_,hispanic_or_latino_and_race_hispanic_or_latino_of_.1,hispanic_or_latino_and_race_hispanic_or_latino_of_.2,hispanic_or_latino_and_race_hispanic_or_latino_of_.3,hispanic_or_latino_and_race_hispanic_or_latino_of_.4,hispanic_or_latino_and_race_not_hispanic_or_latino,hispanic_or_latino_and_race_not_hispanic_or_latino.1,hispanic_or_latino_and_race_not_hispanic_or_latino.2,hispanic_or_latino_and_race_not_hispanic_or_latino.3,hispanic_or_latino_and_race_not_hispanic_or_latino.4,hispanic_or_latino_and_race_not_hispanic_or_latino.5,hispanic_or_latino_and_race_not_hispanic_or_latino.6,hispanic_or_latino_and_race_not_hispanic_or_latino.7,hispanic_or_latino_and_race_not_hispanic_or_latino.8,hispanic_or_latino_and_race_not_hispanic_or_latino.9,total_housing_units
2011,Van Buren County,Arkansas,17255,8489,8766,875,1213,814,1067,897,1544,1956,2539,1184,1249,2084,1160,673,46.3,13657,13012,4632,3917,13657,6642,7015,3917,1844,2073,17255,17053,202,17053,16607,186,142,129,0,0,0,8,0,0,8,0,0,0,5,141,0,0,0,0,0,0,110,202,5,119,53,0,17255,16802,194,264,83,22,110,17255,432,418,0,14,0,16823,16261,186,142,8,0,24,202,0,202,10278
2011,Izard County,Arkansas,13600,7014,6586,634,836,611,760,645,1410,1570,1968,1040,999,1792,1038,297,46.6,10996,10625,3652,3127,10996,5647,5349,3127,1468,1659,13600,13365,235,13365,12985,256,19,6,0,0,0,40,0,0,21,0,14,0,5,65,5,65,0,0,0,65,0,235,80,110,0,23,13600,13192,364,152,40,65,22,13600,113,71,23,0,19,13487,12905,256,19,40,65,0,202,12,190,7212
2011,Independence County,Arkansas,36279,17804,18475,2432,2516,2351,2513,2025,4512,4724,5215,2307,2168,2992,1793,731,38.3,27578,25926,6699,5516,27578,13295,14283,5516,2338,3178,36279,35918,361,35918,34503,834,163,95,0,0,0,336,0,80,197,0,59,0,5,63,0,8,0,0,8,0,74,361,96,216,0,0,36279,34848,949,414,340,22,90,36279,1975,1625,36,0,314,34304,32691,780,163,336,8,0,326,0,326,16126
2011,Lincoln County,Arkansas,14141,8541,5600,755,666,897,980,1164,2238,2217,1961,832,715,914,529,273,36.2,11304,10571,2162,1716,11304,7055,4249,1716,738,978,14141,13958,183,13958,9389,4287,42,12,0,0,0,0,0,0,0,0,0,0,5,79,0,0,0,0,0,0,240,183,145,19,7,0,14141,9572,4432,61,7,0,252,14141,400,281,10,93,16,13741,9255,4280,35,0,0,0,171,0,171,4889
2011,Logan County,Arkansas,22502,11278,11224,1373,1555,1619,1659,1127,2310,2747,3247,1442,1431,2269,1133,590,41.3,16918,16023,4737,3992,16918,8350,8568,3992,1749,2243,22502,22197,305,22197,21202,264,251,117,0,0,0,384,59,3,40,0,0,0,5,83,282,0,0,0,0,0,96,305,127,168,4,1,22502,21506,392,420,388,0,101,22502,541,391,14,0,136,21961,20763,250,246,384,0,20,298,0,298,10116
2011,Grant County,Arkansas,17767,8799,8968,1045,1146,1270,1281,977,2092,2453,2808,1045,1080,1488,817,265,39.7,13471,12918,3315,2570,13471,6658,6813,2570,1183,1387,17767,17519,248,17519,16970,410,17,0,0,0,0,31,0,0,3,0,28,0,5,53,0,0,0,0,0,0,91,248,91,153,0,3,17767,17215,504,173,31,0,92,17767,371,360,10,0,1,17396,16677,410,17,31,0,14,247,0,247,7715
2011,Crittenden County,Arkansas,50701,24272,26429,4280,3859,4136,3991,3355,6573,6520,7258,2863,2485,3116,1689,576,33.7,35847,33609,6902,5381,35847,16639,19208,5381,2181,3200,50701,50042,659,50042,23618,25617,25,4,0,0,0,75,0,40,0,0,0,16,5,35,19,73,21,0,0,52,634,659,180,203,37,54,50701,24144,26018,363,142,86,702,50701,1050,981,0,0,69,49651,23183,25586,25,75,73,50,659,68,591,21483
2011,Franklin County,Arkansas,18157,8861,9296,1086,1217,1345,1310,956,2157,2241,2521,1332,947,1627,1117,301,41.0,13691,12933,3512,3045,13691,6650,7041,3045,1338,1707,18157,17706,451,17706,17299,180,148,51,0,0,0,44,0,0,15,29,0,0,5,47,0,0,0,0,0,0,35,451,25,379,6,0,18157,17750,205,527,50,7,69,18157,383,300,38,2,43,17774,17016,142,138,44,0,0,434,17,417,8013
2011,Faulkner County,Arkansas,111058,54697,56361,7738,7356,7575,9716,12470,15642,14514,14209,5952,4881,6230,3434,1341,31.5,83852,75657,13885,11005,83852,40567,43285,11005,4761,6244,111058,108913,2145,108913,95037,11363,493,181,0,0,0,1290,70,591,89,199,256,51,5,45,34,16,7,9,0,0,714,2145,585,995,195,11,111058,97074,12070,1588,1582,99,879,111058,4196,3738,196,0,262,106862,91882,11329,452,1290,16,194,1699,0,1699,45792
2011,Pike County,Arkansas,11288,5659,5629,757,683,835,864,700,1252,1382,1538,690,680,1081,603,223,38.8,8466,7924,2328,1907,8466,4093,4373,1907,834,1073,11288,11169,119,11169,10228,398,128,2,0,0,112,16,0,0,8,1,0,0,5,109,7,0,0,0,0,0,399,119,29,56,23,0,11288,10347,427,184,39,0,410,11288,693,608,0,0,85,10595,9950,398,128,16,0,0,103,11,92,5598
2011,Jefferson County,Arkansas,77693,38224,39469,5049,5138,5132,6073,5842,9791,9429,11487,5348,4268,5496,3286,1354,36.7,59026,55004,12430,10136,59026,28563,30463,10136,4213,5923,77693,76824,869,76824,33097,42399,92,30,0,0,13,678,269,60,48,9,41,56,5,69,195,60,38,0,0,22,498,869,217,348,107,112,77693,33838,42754,552,801,76,567,77693,1236,797,128,0,311,76457,32600,42329,79,648,30,5,766,16,750,33172
2011,Marion County,Arkansas,16744,8331,8413,741,786,938,887,751,1365,1800,2582,1376,1550,2482,1304,182,49.7,13675,13110,5041,3968,13675,6747,6928,3968,1912,2056,16744,16453,291,16453,16163,1,168,17,0,0,0,42,0,0,23,3,16,0,5,89,0,0,0,0,0,0,79,291,15,221,0,6,16744,16448,37,410,42,0,113,16744,250,118,8,0,124,16494,16018,1,168,42,0,45,220,0,220,9305
2011,Montgomery County,Arkansas,9492,4686,4806,515,529,583,573,537,757,1059,1435,670,756,1187,709,182,46.2,7492,7120,2591,2078,7492,3690,3802,2078,968,1110,9492,9308,184,9308,9023,28,156,15,0,0,2,0,0,0,0,0,0,0,5,97,0,0,0,0,0,0,101,184,20,161,3,0,9492,9207,48,317,3,0,101,9492,334,289,13,0,32,9158,8815,21,151,0,0,0,171,0,171,5729
2011,Scott County,Arkansas,11232,5663,5569,724,756,853,765,780,1218,1348,1516,722,622,1168,553,207,40.3,8337,8034,2359,1928,8337,4061,4276,1928,889,1039,11232,11004,228,11004,10127,30,171,17,0,0,0,476,4,0,6,0,0,0,5,127,466,0,0,0,0,0,200,228,2,226,0,0,11232,10355,32,397,476,0,200,11232,765,534,43,0,188,10467,9623,30,101,476,0,9,228,0,228,5185
2011,Searcy County,Arkansas,8192,4080,4112,436,405,594,458,354,795,890,1255,552,745,933,569,206,46.5,6475,6200,2088,1708,6475,3179,3296,1708,765,943,8192,8006,186,8006,7923,0,54,43,0,0,0,29,0,29,0,0,0,0,5,129,0,0,0,0,0,0,0,186,8,127,19,0,8192,8109,8,184,51,29,0,8192,115,107,0,0,8,8077,7808,0,54,29,0,0,186,0,186,4866
2011,Sebastian County,Arkansas,124961,61295,63666,8936,9095,8367,8869,8540,16072,16577,17890,8181,6306,8778,5306,2044,36.6,93330,87932,19600,16128,93330,45080,48250,16128,6770,9358,124961,119192,5769,119192,103792,7378,951,441,2,0,0,4956,278,186,56,9,52,1940,5,131,2435,92,13,32,0,47,2023,5769,1348,2752,379,130,124961,109032,9401,4215,5837,136,2670,124961,14809,11169,274,94,3272,110152,91649,7312,893,4946,79,96,5177,114,5063,54279
2011,Crawford County,Arkansas,61336,30285,31051,4206,4561,4593,4321,3812,7313,8409,8960,3814,3450,4733,2560,604,37.7,45092,42777,9955,7897,45092,21958,23134,7897,3552,4345,61336,59304,2032,59304,55896,858,718,394,3,0,5,914,0,184,84,0,11,181,5,33,454,0,0,0,0,0,918,2032,174,1623,111,19,61336,57909,1051,2444,1025,56,967,61336,3666,2075,0,71,1520,57670,53295,832,678,914,0,41,1910,0,1910,25792
2011,Benton County,Arkansas,216314,106758,109556,17454,17608,16151,14090,13071,31438,30885,27891,10946,10526,14310,8454,3490,34.5,156177,147893,31914,26254,156177,76049,80128,26254,11841,14413,216314,210134,6180,210134,184637,2469,3111,1566,9,4,6,5876,1826,374,595,103,295,708,5,7,1975,476,78,39,0,359,13565,6180,994,3100,672,82,216314,190526,3790,6477,6631,658,14633,216314,32883,24185,1036,337,7325,183431,166535,2389,3016,5823,476,553,4639,46,4593,91924
2011,Chicot County,Arkansas,11947,5883,6064,789,647,870,772,757,1120,1518,1790,821,734,1137,742,250,42.5,9139,8752,2522,2129,9139,4449,4690,2129,876,1253,11947,11847,100,11847,5001,6535,0,0,0,0,0,19,0,15,4,0,0,0,5,17,0,0,0,0,0,0,292,100,2,33,0,65,11947,5036,6602,98,19,0,292,11947,514,468,0,0,46,11433,4804,6510,0,19,0,0,100,0,100,5469
2011,Hot Spring County,Arkansas,32797,16647,16150,2075,2101,2029,2295,1819,4052,4226,4711,2384,2022,2846,1693,544,39.5,25094,23974,6329,5083,25094,12689,12405,5083,2274,2809,32797,32089,708,32089,28431,3363,101,60,0,0,0,84,26,58,0,0,0,0,5,59,0,0,0,0,0,0,110,708,353,265,69,2,32797,29137,3718,375,153,0,129,32797,894,822,9,0,63,31903,27647,3363,101,84,0,0,708,12,696,14318
2011,Johnson County,Arkansas,25408,12518,12890,1893,1596,1790,1930,1823,3087,3029,3586,1521,1468,2012,1189,484,37.3,19077,17654,4556,3685,19077,9391,9686,3685,1628,2057,25408,24981,427,24981,24063,402,259,59,46,0,0,82,0,7,30,0,0,0,5,71,45,32,0,0,0,32,143,427,80,199,46,22,25408,24432,504,486,140,62,211,25408,3012,2869,37,0,106,22396,21310,382,249,82,32,4,337,0,337,11212
2011,Lee County,Arkansas,10563,5876,4687,460,601,772,745,695,1203,1568,1576,655,712,825,481,270,41.0,8289,7883,1962,1576,8289,4691,3598,1576,683,893,10563,10545,18,10545,4462,5910,34,11,0,0,0,37,0,0,0,0,0,37,5,77,0,0,0,0,0,0,102,18,0,12,6,0,10563,4480,5910,46,43,0,102,10563,171,89,25,0,57,10392,4393,5910,34,37,0,0,18,0,18,4415
2011,Madison County,Arkansas,15626,7820,7806,1024,1255,872,1082,847,1694,2035,2335,1235,922,1340,803,182,39.6,11790,11235,2781,2325,11790,5909,5881,2325,1072,1253,15626,15355,271,15355,14892,32,143,51,0,0,2,111,0,40,9,51,0,11,5,87,0,0,0,0,0,0,177,271,37,226,0,0,15626,15163,77,377,111,0,177,15626,713,423,135,0,155,14913,14396,32,143,111,0,0,231,0,231,7440
2011,Fulton County,Arkansas,12301,6012,6289,638,817,614,767,566,1056,1394,1735,872,1045,1618,849,330,47.0,9702,9321,3384,2797,9702,4647,5055,2797,1311,1486,12301,12134,167,12134,11947,38,46,32,0,0,0,103,0,0,103,0,0,0,5,49,0,0,0,0,0,0,0,167,38,113,0,0,12301,12114,76,159,103,0,16,12301,103,92,0,0,11,12198,11860,38,46,103,0,0,151,0,151,6741
2011,Howard County,Arkansas,13786,6594,7192,1019,1093,938,1174,616,1553,1712,1949,886,699,1157,591,399,38.8,10134,9427,2498,2147,10134,4775,5359,2147,914,1233,13786,13703,83,13703,9557,2922,137,12,0,0,0,49,0,0,0,0,49,0,5,61,0,0,0,0,0,0,1038,83,34,31,0,11,13786,9629,2967,179,49,0,1045,13786,1295,1240,0,0,55,12491,9303,2922,137,49,0,4,76,0,76,6258
2011,Mississippi County,Arkansas,46608,22485,24123,3640,3170,4136,3504,2993,6105,5664,6486,2956,2283,3152,1842,677,34.6,33448,31593,6973,5671,33448,15922,17526,5671,2334,3337,46608,46023,585,46023,29621,15888,51,17,0,0,0,262,54,36,83,17,13,18,5,93,41,0,0,0,0,0,201,585,210,244,33,91,46608,30115,16189,386,295,7,201,46608,1658,1543,59,0,56,44950,28300,15791,30,262,0,0,567,0,567,20621
2011,Prairie County,Arkansas,8768,4333,4435,448,554,543,522,472,848,1101,1370,750,483,935,478,264,44.2,6843,6623,1947,1677,6843,3322,3521,1677,761,916,8768,8713,55,8713,7567,1127,0,0,0,0,0,12,0,0,0,0,12,0,5,117,0,0,0,0,0,0,7,55,4,43,8,0,8768,7622,1131,43,20,0,7,8768,88,88,0,0,0,8680,7486,1127,0,12,0,0,55,0,55,4534
2011,Union County,Arkansas,41879,20237,21642,2793,2767,2775,2834,2363,4840,5271,6248,2991,2441,3404,2232,920,39.8,31718,30352,8072,6556,31718,15071,16647,6556,2677,3879,41879,41328,551,41328,27050,13751,104,91,0,0,0,262,77,46,97,26,16,0,5,139,0,0,0,0,0,0,161,551,199,236,9,19,41879,27582,14014,365,271,0,243,41879,1393,1016,28,0,349,40486,25964,13751,104,262,0,0,405,12,393,19776
2011,Cleburne County,Arkansas,25788,12706,13082,1287,1613,1359,1463,1193,2521,2966,3702,1653,2023,3396,1827,785,46.2,20611,19872,7247,6008,20611,10089,10522,6008,2803,3205,25788,25384,404,25384,25112,109,136,34,0,0,0,0,0,0,0,0,0,0,5,23,0,9,0,9,0,0,18,404,3,324,21,0,25788,25512,112,460,25,39,44,25788,504,332,0,0,172,25284,24679,109,125,0,9,0,362,26,336,15700
2011,Cleveland County,Arkansas,8738,4331,4407,540,531,758,601,426,947,1090,1324,473,675,795,472,106,39.5,6541,6195,1708,1373,6541,3191,3350,1373,627,746,8738,8638,100,8638,7496,1120,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,22,100,30,33,0,15,8738,7559,1165,70,0,0,44,8738,142,94,0,0,48,8596,7398,1120,0,0,0,0,78,0,78,4061
2011,Hempstead County,Arkansas,22658,11120,11538,1732,1515,1639,1681,1363,2716,2631,3342,1283,1416,1862,950,528,38.3,16706,15792,4297,3340,16706,7961,8745,3340,1433,1907,22658,22251,407,22251,14700,6815,103,0,0,0,0,7,0,0,5,0,2,0,5,57,0,0,0,0,0,0,626,407,124,219,26,0,22658,15107,6959,322,48,12,645,22658,2627,2457,87,0,83,20031,12842,6802,0,7,0,6,374,0,374,10427
2011,Sharp County,Arkansas,17386,8559,8827,890,997,1070,1170,705,1524,1963,2355,1088,1500,2254,1417,453,46.4,13660,13075,5004,4124,13660,6625,7035,4124,1933,2191,17386,17025,361,17025,16743,76,103,66,21,0,0,53,0,0,0,0,0,0,5,135,53,39,39,0,0,0,11,361,102,191,19,0,17386,17094,178,294,82,39,60,17386,267,230,29,0,8,17119,16543,59,103,53,39,0,322,10,312,9799
2011,Washington County,Arkansas,200621,100316,100305,15321,14363,13301,16778,20435,32131,25900,24419,10587,8105,10618,6073,2590,30.8,149898,136424,23839,19281,149898,74370,75528,19281,8243,11038,200621,195968,4653,195968,162107,6582,2354,1194,0,0,12,4544,342,1147,331,165,315,441,5,143,1803,3834,173,154,109,3398,16547,4653,751,2194,565,115,200621,166490,7552,4824,5215,3972,17415,200621,30130,23644,448,30,6008,170491,149973,6248,2108,4513,3765,410,3474,66,3408,86516
2011,Ashley County,Arkansas,21966,10600,11366,1396,1451,1580,1548,1138,2625,2817,3055,1310,1543,2018,1077,408,39.1,16554,15811,4251,3503,16554,7842,8712,3503,1552,1951,21966,21621,345,21621,15147,5658,48,0,0,0,0,40,24,0,0,0,0,0,5,3,16,0,0,0,0,0,728,345,154,145,0,13,21966,15479,5825,206,40,0,761,21966,1011,938,11,0,62,20955,14942,5654,7,40,0,0,312,0,312,10193
2011,Craighead County,Arkansas,95034,46282,48752,6897,6193,6831,7265,8357,14167,12110,11813,5095,5043,6202,3774,1287,33.2,71313,65858,14008,11263,71313,34116,37197,11263,4683,6580,95034,93668,1366,93668,79779,12120,340,187,0,0,0,1110,59,185,335,63,99,140,5,31,229,33,33,0,0,0,286,1366,605,385,53,12,95034,81009,12765,778,1295,148,465,95034,4114,3512,53,3,546,90920,76339,12102,333,1044,33,0,1069,2,1067,40135
2011,Lafayette County,Arkansas,7691,3787,3904,442,532,467,601,523,628,902,1141,516,483,856,458,142,43.0,5876,5430,1729,1456,5876,2794,3082,1456,656,800,7691,7595,96,7595,4721,2851,9,0,0,0,0,0,0,0,0,0,0,0,5,73,0,6,0,6,0,0,8,96,54,30,9,0,7691,4814,2908,39,9,6,11,7691,116,108,0,0,8,7575,4624,2843,9,0,6,0,93,0,93,4388
2011,Perry County,Arkansas,10450,5175,5275,561,639,644,781,521,1185,1374,1573,699,720,994,629,130,42.1,8115,7728,2215,1753,8115,3985,4130,1753,795,958,10450,10271,179,10271,9921,255,53,40,0,0,0,0,0,0,0,0,0,0,5,105,0,0,0,0,0,0,42,179,29,137,3,0,10450,10100,284,193,6,0,49,10450,215,174,0,0,41,10235,9797,255,14,0,0,0,169,0,169,4907
2011,Poinsett County,Arkansas,24622,11929,12693,1546,1789,1619,1731,1363,2931,3162,3496,1607,1538,2253,1196,391,39.2,18601,17705,4848,3840,18601,8924,9677,3840,1640,2200,24622,24202,420,24202,22312,1694,54,44,0,0,0,22,0,5,17,0,0,0,5,111,0,27,0,27,0,0,93,420,256,145,0,0,24622,22715,1967,199,22,27,112,24622,543,444,20,0,79,24079,21923,1690,54,22,27,6,357,17,340,10955
2011,Sevier County,Arkansas,16841,8235,8606,1512,1400,1212,1216,981,2250,2176,2189,1042,787,1122,724,230,34.3,11946,11094,2452,2076,11946,5757,6189,2076,871,1205,16841,16375,466,16375,11856,716,223,40,0,0,0,113,0,0,113,0,0,0,5,133,0,0,0,0,0,0,3467,466,97,223,0,7,16841,12315,838,512,130,0,3571,16841,5011,4395,18,0,598,11830,10452,674,223,113,0,0,368,0,368,6878
2011,Calhoun County,Arkansas,5417,2841,2576,246,420,232,363,372,712,595,821,436,310,515,321,74,40.4,4252,4081,1065,910,4252,2133,2119,910,386,524,5417,5331,86,5331,4038,1291,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,2,86,4,75,0,0,5417,4117,1302,75,7,0,2,5417,66,52,4,10,0,5351,3978,1287,0,0,0,0,86,0,86,2922
2011,Bradley County,Arkansas,11580,5544,6036,778,672,885,726,594,1272,1511,1715,786,573,1073,669,326,39.7,8833,8417,2362,2068,8833,4216,4617,2068,899,1169,11580,11508,72,11508,7151,3302,154,18,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,901,72,28,44,0,0,11580,7223,3330,198,0,0,901,11580,1417,1257,7,0,153,10163,6748,3287,58,0,0,0,70,0,70,5866
2011,Lawrence County,Arkansas,17336,8466,8870,1042,1146,1067,1278,1083,1903,2120,2414,1017,1154,1692,1002,418,39.0,13366,12516,3800,3112,13366,6404,6962,3112,1344,1768,17336,17139,197,17139,16884,116,107,41,0,0,0,2,0,0,0,0,0,2,5,75,0,0,0,0,0,0,30,197,32,140,13,1,17336,17080,149,248,15,0,41,17336,163,86,0,0,77,17173,16760,116,107,2,0,0,188,2,186,8013
2011,Polk County,Arkansas,20524,10071,10453,1260,1375,1375,1388,917,2043,2358,2843,1641,1275,2416,1201,432,43.2,15629,14962,4755,4049,15629,7598,8031,4049,1819,2230,20524,20048,476,20048,18947,36,381,12,63,0,11,28,0,28,0,0,0,0,5,113,0,8,8,0,0,0,648,476,0,407,59,0,20524,19423,36,788,87,8,658,20524,1130,1012,10,0,108,19394,18489,36,357,28,8,10,466,0,466,9981
2011,Conway County,Arkansas,21164,10460,10704,1389,1223,1678,1304,1346,2269,2633,3077,1392,1212,2002,1177,462,40.0,16034,15198,4362,3641,16034,7844,8190,3641,1643,1998,21164,20857,307,20857,18015,2508,136,6,28,0,33,34,0,0,8,0,10,0,5,29,16,0,0,0,0,0,164,307,137,151,0,9,21164,18311,2656,296,36,0,172,21164,757,448,0,8,301,20407,17430,2508,136,34,0,0,299,0,299,9694
2011,Newton County,Arkansas,8353,4252,4101,439,473,513,555,406,809,930,1258,647,670,1002,485,166,46.0,6606,6310,2042,1653,6606,3296,3310,1653,757,896,8353,8021,332,8021,7931,35,32,32,0,0,0,0,0,0,0,0,0,0,5,101,0,0,0,0,0,0,23,332,35,278,2,0,8353,8263,70,310,2,0,40,8353,39,26,0,0,13,8314,7915,35,32,0,0,0,332,17,315,4650
2011,Little River County,Arkansas,13113,6225,6888,861,770,907,816,729,1393,1665,1719,1024,1024,1309,684,212,42.1,10012,9623,2818,2205,10012,4793,5219,2205,1006,1199,13113,12786,327,12786,9808,2597,126,52,0,0,0,0,0,0,0,0,0,0,5,81,0,0,0,0,0,0,255,327,64,169,9,23,13113,10112,2702,336,9,0,299,13113,350,303,24,0,23,12763,9757,2597,126,0,0,0,283,0,283,6476
2011,Lonoke County,Arkansas,67189,33114,34075,4683,5376,5335,4700,3872,9268,10088,9458,3692,3271,4443,2224,779,35.4,48713,46354,9335,7446,48713,23553,25160,7446,3206,4240,67189,66158,1031,66158,60317,4287,401,91,0,0,0,456,44,52,276,0,68,16,5,85,0,0,0,0,0,0,697,1031,179,286,215,0,67189,61284,4500,743,772,64,928,67189,2170,1443,88,12,627,65019,59032,4258,381,456,0,64,828,31,797,26953
2011,Miller County,Arkansas,43266,21272,21994,3230,3004,2679,2827,2934,5767,5716,6067,2778,2417,3288,1775,784,37.7,32640,30698,7244,5847,32640,15730,16910,5847,2501,3346,43266,42549,717,42549,31497,10455,181,62,0,11,0,269,66,0,0,0,11,126,5,91,66,0,0,0,0,0,147,717,265,357,0,21,43266,32175,10759,586,296,10,184,43266,1103,937,92,0,74,42163,30636,10405,156,269,0,29,668,11,657,19227
2011,St. Francis County,Arkansas,28195,15151,13044,1893,1735,2060,1887,1706,4160,3740,4206,1745,1628,1945,987,503,36.9,21359,20011,4501,3435,21359,11641,9718,3435,1506,1929,28195,27902,293,27902,12765,14657,134,39,0,14,0,67,0,10,12,12,0,20,5,123,13,0,0,0,0,0,279,293,135,104,31,0,28195,13035,14815,238,110,0,290,28195,1177,886,37,41,213,27018,11954,14591,124,67,0,0,282,0,282,10961
2011,White County,Arkansas,76041,37165,38876,5014,5121,4953,6081,6513,9559,9712,10071,4634,3732,5896,3539,1216,36.1,57844,53126,12737,10651,57844,27898,29946,10651,4555,6096,76041,74386,1655,74386,69731,3042,164,80,0,0,0,236,0,64,13,17,0,0,5,145,142,16,0,0,16,0,1197,1655,500,749,303,9,76041,71373,3555,930,543,16,1283,76041,2757,1966,95,27,669,73284,68295,3040,164,236,16,24,1509,0,1509,32077
2011,Clay County,Arkansas,16136,7870,8266,914,860,1135,1095,824,1638,2026,2231,1067,1126,1734,1146,340,42.8,12528,11868,3783,3220,12528,6033,6495,3220,1342,1878,16136,15949,187,15949,15788,54,65,40,7,0,0,2,2,0,0,0,0,0,5,21,0,0,0,0,0,0,40,187,63,121,0,0,16136,15975,117,186,2,0,43,16136,201,178,0,0,23,15935,15627,54,65,2,0,0,187,3,184,8081
2011,Drew County,Arkansas,18499,8961,9538,1131,1073,1392,1601,1472,2239,2166,2593,1143,1025,1504,795,365,37.3,14116,13032,3210,2664,14116,6785,7331,2664,1167,1497,18499,18287,212,18287,12905,5163,11,0,0,0,0,129,0,0,23,0,0,1,5,43,105,0,0,0,0,0,79,212,49,59,40,64,18499,13053,5276,134,169,0,79,18499,442,399,11,0,32,18057,12553,5163,11,129,0,0,201,0,201,8447
2011,Randolph County,Arkansas,18015,8788,9227,1122,1155,1123,1269,982,1968,2176,2554,1006,1316,1755,1137,452,41.5,13844,13119,4120,3344,13844,6677,7167,3344,1409,1935,18015,17686,329,17686,17486,68,24,11,0,0,0,73,0,0,0,0,72,1,5,121,0,3,0,0,3,0,32,329,24,150,24,0,18015,17806,144,183,106,125,32,18015,273,141,89,0,43,17742,17258,66,13,73,3,0,329,0,329,8534
2011,Boone County,Arkansas,36908,18061,18847,2238,2374,2474,2379,2027,4249,4606,5141,2339,2489,3639,2129,824,41.2,28307,27097,8005,6592,28307,13658,14649,6592,2929,3663,36908,36282,626,36282,35635,96,249,71,0,0,0,213,0,0,113,0,30,20,5,9,50,0,0,0,0,0,89,626,39,388,0,27,36908,36234,214,665,213,0,260,36908,690,532,60,4,94,36218,35137,96,249,213,0,0,523,27,496,16761
2011,Desha County,Arkansas,13131,6214,6917,1019,1050,805,874,700,1595,1481,1907,950,733,1102,634,281,38.8,9680,9347,2491,2017,9680,4490,5190,2017,852,1165,13131,13001,130,13001,6304,6240,64,19,0,0,11,1,1,0,0,0,0,0,5,41,0,0,0,0,0,0,392,130,13,51,8,0,13131,6434,6253,115,9,0,450,13131,549,524,4,0,21,12582,6209,6236,64,1,0,0,72,0,72,6308
2011,Garland County,Arkansas,95914,46613,49301,5364,4755,6256,5932,5167,10161,11224,13447,7032,6621,10610,6819,2526,44.3,75764,72328,23871,19955,75764,36142,39622,19955,8898,11057,95914,94405,1509,94405,82186,7983,550,128,0,0,6,782,109,28,120,45,270,145,5,51,65,18,18,0,0,0,2886,1509,468,829,70,19,95914,83662,8488,1398,856,18,3005,95914,4514,3859,131,41,483,91400,80601,7915,519,782,18,175,1390,90,1300,50258
2011,Pope County,Arkansas,61166,30447,30719,4138,3641,4029,5531,5671,7321,7698,8365,3766,3125,4403,2515,963,35.4,46962,42580,9523,7881,46962,23030,23932,7881,3357,4524,61166,60065,1101,60065,55440,2027,484,118,0,0,0,556,55,86,222,89,16,42,5,115,46,0,0,0,0,0,1558,1101,174,735,95,0,61166,56509,2224,1242,700,0,1632,61166,3891,2346,110,4,1431,57275,53388,1936,250,556,0,67,1078,44,1034,25403
